Learn more about this report for residential or business customers
Link for residential: http://www.bchydro.com/residentialconsumption
Link for business: http://www.bchydro.com/businessconsumption

Account Number,Interval Start Date/Time,Net Consumption (kWh),Demand (kW),Power Factor (%)
5555555,2016/10/11 00:00:00,39.41,N/A,N/A
5555555,2016/10/12 00:00:00,39.56,N/A,N/A
5555555,2016/10/13 00:00:00,32.46,N/A,N/A
5555555,2016/10/14 00:00:00,42.05,N/A,N/A
5555555,2016/10/15 00:00:00,54.99,N/A,N/A
5555555,2016/10/16 00:00:00,57.10,N/A,N/A
5555555,2016/10/17 00:00:00,31.77,N/A,N/A
5555555,2016/10/18 00:00:00,51.67,N/A,N/A
5555555,2016/10/19 00:00:00,41.99,N/A,N/A
5555555,2016/10/20 00:00:00,31.26,N/A,N/A
5555555,2016/10/21 00:00:00,52.10,N/A,N/A
5555555,2016/10/22 00:00:00,46.46,N/A,N/A
5555555,2016/10/23 00:00:00,36.98,N/A,N/A
5555555,2016/10/24 00:00:00,39.40,N/A,N/A
5555555,2016/10/25 00:00:00,38.44,N/A,N/A
5555555,2016/10/26 00:00:00,40.13,N/A,N/A
5555555,2016/10/27 00:00:00,38.47,N/A,N/A
5555555,2016/10/28 00:00:00,34.37,N/A,N/A
5555555,2016/10/29 00:00:00,58.26,N/A,N/A
5555555,2016/10/30 00:00:00,52.09,N/A,N/A
5555555,2016/10/31 00:00:00,39.62,N/A,N/A
5555555,2016/11/01 00:00:00,52.01,N/A,N/A
5555555,2016/11/02 00:00:00,40.68,N/A,N/A
5555555,2016/11/03 00:00:00,43.08,N/A,N/A
5555555,2016/11/04 00:00:00,62.69,N/A,N/A
5555555,2016/11/05 00:00:00,60.07,N/A,N/A
5555555,2016/11/06 00:00:00,53.60,N/A,N/A
5555555,2016/11/07 00:00:00,35.78,N/A,N/A
5555555,2016/11/08 00:00:00,40.48,N/A,N/A
5555555,2016/11/09 00:00:00,32.15,N/A,N/A
5555555,2016/11/10 00:00:00,55.97,N/A,N/A
5555555,2016/11/11 00:00:00,57.00,N/A,N/A
5555555,2016/11/12 00:00:00,54.88,N/A,N/A
5555555,2016/11/13 00:00:00,64.99,N/A,N/A
5555555,2016/11/14 00:00:00,56.73,N/A,N/A
5555555,2016/11/15 00:00:00,52.23,N/A,N/A
5555555,2016/11/16 00:00:00,49.99,N/A,N/A
5555555,2016/11/17 00:00:00,68.18,N/A,N/A
5555555,2016/11/18 00:00:00,83.12,N/A,N/A
5555555,2016/11/19 00:00:00,67.90,N/A,N/A
5555555,2016/11/20 00:00:00,61.56,N/A,N/A
5555555,2016/11/21 00:00:00,42.76,N/A,N/A
5555555,2016/11/22 00:00:00,56.06,N/A,N/A
5555555,2016/11/23 00:00:00,50.79,N/A,N/A
5555555,2016/11/24 00:00:00,47.82,N/A,N/A
5555555,2016/11/25 00:00:00,80.75,N/A,N/A
5555555,2016/11/26 00:00:00,82.35,N/A,N/A
5555555,2016/11/27 00:00:00,90.55,N/A,N/A
5555555,2016/11/28 00:00:00,53.46,N/A,N/A
5555555,2016/11/29 00:00:00,62.37,N/A,N/A
5555555,2016/11/30 00:00:00,51.45,N/A,N/A
5555555,2016/12/01 00:00:00,68.88,N/A,N/A
5555555,2016/12/02 00:00:00,73.80,N/A,N/A
5555555,2016/12/03 00:00:00,91.22,N/A,N/A
5555555,2016/12/04 00:00:00,102.12,N/A,N/A
5555555,2016/12/05 00:00:00,67.46,N/A,N/A
5555555,2016/12/06 00:00:00,97.52,N/A,N/A
5555555,2016/12/07 00:00:00,87.55,N/A,N/A
5555555,2016/12/08 00:00:00,99.14,N/A,N/A
5555555,2016/12/09 00:00:00,110.05,N/A,N/A
5555555,2016/12/10 00:00:00,120.78,N/A,N/A
5555555,2016/12/11 00:00:00,100.02,N/A,N/A
5555555,2016/12/12 00:00:00,69.53,N/A,N/A
5555555,2016/12/13 00:00:00,83.82,N/A,N/A
5555555,2016/12/14 00:00:00,91.04,N/A,N/A
5555555,2016/12/15 00:00:00,89.75,N/A,N/A
5555555,2016/12/16 00:00:00,140.88,N/A,N/A
5555555,2016/12/17 00:00:00,145.03,N/A,N/A
5555555,2016/12/18 00:00:00,119.15,N/A,N/A
5555555,2016/12/19 00:00:00,99.59,N/A,N/A
5555555,2016/12/20 00:00:00,101.57,N/A,N/A
5555555,2016/12/21 00:00:00,98.90,N/A,N/A
5555555,2016/12/22 00:00:00,110.04,N/A,N/A
5555555,2016/12/23 00:00:00,73.10,N/A,N/A
5555555,2016/12/24 00:00:00,50.50,N/A,N/A
5555555,2016/12/25 00:00:00,62.30,N/A,N/A
5555555,2016/12/26 00:00:00,58.14,N/A,N/A
5555555,2016/12/27 00:00:00,123.69,N/A,N/A
5555555,2016/12/28 00:00:00,123.67,N/A,N/A
5555555,2016/12/29 00:00:00,123.14,N/A,N/A
5555555,2016/12/30 00:00:00,121.29,N/A,N/A
5555555,2016/12/31 00:00:00,132.21,N/A,N/A
5555555,2017/01/01 00:00:00,109.37,N/A,N/A
5555555,2017/01/02 00:00:00,125.86,N/A,N/A
5555555,2017/01/03 00:00:00,71.05,N/A,N/A
5555555,2017/01/04 00:00:00,76.70,N/A,N/A
5555555,2017/01/05 00:00:00,82.92,N/A,N/A
5555555,2017/01/06 00:00:00,123.83,N/A,N/A
5555555,2017/01/07 00:00:00,118.45,N/A,N/A
5555555,2017/01/08 00:00:00,106.73,N/A,N/A
5555555,2017/01/09 00:00:00,61.87,N/A,N/A
5555555,2017/01/10 00:00:00,75.40,N/A,N/A
5555555,2017/01/11 00:00:00,95.77,N/A,N/A
5555555,2017/01/12 00:00:00,97.25,N/A,N/A
5555555,2017/01/13 00:00:00,87.91,N/A,N/A
